S_2/S_1,S_3/S_2,S_4/S_3,S_5/S_4,S_6/S_5,S_7/S_6,S_8/S_7,distanceSpec
1.0046163993145218,1.00138455720138,1.0059291371119854,1.0031105997953005,1.005230860074863,0.9930840115327492,1.000234026175734,ndentist_2kmBuffer
0.9933122440830326,0.9959492419181548,0.9968253197769563,0.9939266814970327,0.9965962020574934,0.9933108976685959,1.0107825190636412,ndentist_5kmBuffer
